Value,Name-et-EE,Name-en-GB,Name-ru-RU,Label-et-EE,Label-en-GB,Label-ru-RU,Parent,Level,Description-et-EE,Description-en-GB,Description-ru-RU,IsGenerated,IsValid,ValidFrom,ValidTo
5422,,,,Niitsiku küla,Niitsiku village,Деревня Нийтсику,0732,3,"Võru maakond, Setomaa vald, Niitsiku küla","Võru county, Setomaa rural municipality, Niitsiku village","Выруский уезд, волость Сетомаа, деревня Нийтсику",,1,,
5583,,,,Obinitsa küla,Obinitsa village,Деревня Обинитса,0732,3,"Võru maakond, Setomaa vald, Obinitsa küla","Võru county, Setomaa rural municipality, Obinitsa village","Выруский уезд, волость Сетомаа, деревня Обинитса",,1,,
5659,,,,Olehkova küla,Olehkova village,Деревня Олехкова,0732,3,"Võru maakond, Setomaa vald, Olehkova küla","Võru county, Setomaa rural municipality, Olehkova village","Выруский уезд, волость Сетомаа, деревня Олехкова",,1,,
5747,,,,Ostrova küla,Ostrova village,Деревня Острова,0732,3,"Võru maakond, Setomaa vald, Ostrova küla","Võru county, Setomaa rural municipality, Ostrova village","Выруский уезд, волость Сетомаа, деревня Острова",,1,,
5903,,,,Paklova küla,Paklova village,Деревня Паклова,0732,3,"Võru maakond, Setomaa vald, Paklova küla","Võru county, Setomaa rural municipality, Paklova village","Выруский уезд, волость Сетомаа, деревня Паклова",,1,,
5915,,,,Palandõ küla,Palandõ village,Деревня Паланды,0732,3,"Võru maakond, Setomaa vald, Palandõ küla","Võru county, Setomaa rural municipality, Palandõ village","Выруский уезд, волость Сетомаа, деревня Паланды",,1,,
5939,,,,Palo küla,Palo village,Деревня Пало,0732,3,"Võru maakond, Setomaa vald, Palo küla","Võru county, Setomaa rural municipality, Palo village","Выруский уезд, волость Сетомаа, деревня Пало",,1,,
5948,,,,Paloveere küla,Paloveere village,Деревня Паловеэре,0732,3,"Võru maakond, Setomaa vald, Paloveere küla","Võru county, Setomaa rural municipality, Paloveere village","Выруский уезд, волость Сетомаа, деревня Паловеэре",,1,,
6046,,,,Pattina küla,Pattina village,Деревня Паттина,0732,3,"Võru maakond, Setomaa vald, Pattina küla","Võru county, Setomaa rural municipality, Pattina village","Выруский уезд, волость Сетомаа, деревня Паттина",,1,,
6095,,,,Pelsi küla,Pelsi village,Деревня Пелси,0732,3,"Võru maakond, Setomaa vald, Pelsi küla","Võru county, Setomaa rural municipality, Pelsi village","Выруский уезд, волость Сетомаа, деревня Пелси",,1,,
6116,,,,Perdaku küla,Perdaku village,Деревня Пердаку,0732,3,"Võru maakond, Setomaa vald, Perdaku küla","Võru county, Setomaa rural municipality, Perdaku village","Выруский уезд, волость Сетомаа, деревня Пердаку",,1,,
6289,,,,Pliia küla,Pliia village,Деревня Плийа,0732,3,"Võru maakond, Setomaa vald, Pliia küla","Võru county, Setomaa rural municipality, Pliia village","Выруский уезд, волость Сетомаа, деревня Плийа",,1,,
6305,,,,Podmotsa küla,Podmotsa village,Деревня Подмотса,0732,3,"Võru maakond, Setomaa vald, Podmotsa küla","Võru county, Setomaa rural municipality, Podmotsa village","Выруский уезд, волость Сетомаа, деревня Подмотса",,1,,
6315,,,,Poksa küla,Poksa village,Деревня Покса,0732,3,"Võru maakond, Setomaa vald, Poksa küla","Võru county, Setomaa rural municipality, Poksa village","Выруский уезд, волость Сетомаа, деревня Покса",,1,,
6320,,,,Polovina küla,Polovina village,Деревня Половина,0732,3,"Võru maakond, Setomaa vald, Polovina küla","Võru county, Setomaa rural municipality, Polovina village","Выруский уезд, волость Сетомаа, деревня Половина",,1,,
6329,,,,Popovitsa küla,Popovitsa village,Деревня Поповитса,0732,3,"Võru maakond, Setomaa vald, Popovitsa küla","Võru county, Setomaa rural municipality, Popovitsa village","Выруский уезд, волость Сетомаа, деревня Поповитса",,1,,
6375,,,,Pruntova küla,Pruntova village,Деревня Прунтова,0732,3,"Võru maakond, Setomaa vald, Pruntova küla","Võru county, Setomaa rural municipality, Pruntova village","Выруский уезд, волость Сетомаа, деревня Прунтова",,1,,
6414,,,,Puista küla,Puista village,Деревня Пуйста,0732,3,"Võru maakond, Setomaa vald, Puista küla","Võru county, Setomaa rural municipality, Puista village","Выруский уезд, волость Сетомаа, деревня Пуйста",,1,,
6474,,,,Puugnitsa küla,Puugnitsa village,Деревня Пуугнитса,0732,3,"Võru maakond, Setomaa vald, Puugnitsa küla","Võru county, Setomaa rural municipality, Puugnitsa village","Выруский уезд, волость Сетомаа, деревня Пуугнитса",,1,,
6543,,,,Põrstõ küla,Põrstõ village,Деревня Пырсты,0732,3,"Võru maakond, Setomaa vald, Põrstõ küla","Võru county, Setomaa rural municipality, Põrstõ village","Выруский уезд, волость Сетомаа, деревня Пырсты",,1,,
6815,,,,Raotu küla,Raotu village,Деревня Раоту,0732,3,"Võru maakond, Setomaa vald, Raotu küla","Võru county, Setomaa rural municipality, Raotu village","Выруский уезд, волость Сетомаа, деревня Раоту",,1,,
7046,,,,Rokina küla,Rokina village,Деревня Рокина,0732,3,"Võru maakond, Setomaa vald, Rokina küla","Võru county, Setomaa rural municipality, Rokina village","Выруский уезд, волость Сетомаа, деревня Рокина",,1,,
7154,,,,Ruutsi küla,Ruutsi village,Деревня Руутси,0732,3,"Võru maakond, Setomaa vald, Ruutsi küla","Võru county, Setomaa rural municipality, Ruutsi village","Выруский уезд, волость Сетомаа, деревня Руутси",,1,,
7170,,,,Rõsna küla,Rõsna village,Деревня Рысна,0732,3,"Võru maakond, Setomaa vald, Rõsna küla","Võru county, Setomaa rural municipality, Rõsna village","Выруский уезд, волость Сетомаа, деревня Рысна",,1,,
7244,,,,Rääptsova küla,Rääptsova village,Деревня Ряэптсова,0732,3,"Võru maakond, Setomaa vald, Rääptsova küla","Võru county, Setomaa rural municipality, Rääptsova village","Выруский уезд, волость Сетомаа, деревня Ряэптсова",,1,,
7251,,,,Rääsolaane küla,Rääsolaane village,Деревня Ряэзолаане,0732,3,"Võru maakond, Setomaa vald, Rääsolaane küla","Võru county, Setomaa rural municipality, Rääsolaane village","Выруский уезд, волость Сетомаа, деревня Ряэзолаане",,1,,
7268,,,,Saabolda küla,Saabolda village,Деревня Сааболда,0732,3,"Võru maakond, Setomaa vald, Saabolda küla","Võru county, Setomaa rural municipality, Saabolda village","Выруский уезд, волость Сетомаа, деревня Сааболда",,1,,
7269,,,,Saagri küla,Saagri village,Деревня Саагри,0732,3,"Võru maakond, Setomaa vald, Saagri küla","Võru county, Setomaa rural municipality, Saagri village","Выруский уезд, волость Сетомаа, деревня Саагри",,1,,
7316,,,,Saatse küla,Saatse village,Деревня Саатсе,0732,3,"Võru maakond, Setomaa vald, Saatse küla","Võru county, Setomaa rural municipality, Saatse village","Выруский уезд, волость Сетомаа, деревня Саатсе",,1,,
7395,,,,Samarina küla,Samarina village,Деревня Самарина,0732,3,"Võru maakond, Setomaa vald, Samarina küla","Võru county, Setomaa rural municipality, Samarina village","Выруский уезд, волость Сетомаа, деревня Самарина",,1,,
7524,,,,Selise küla,Selise village,Деревня Селизе,0732,3,"Võru maakond, Setomaa vald, Selise küla","Võru county, Setomaa rural municipality, Selise village","Выруский уезд, волость Сетомаа, деревня Селизе",,1,,
7552,,,,Seretsüvä küla,Seretsüvä village,Деревня Серетсювя,0732,3,"Võru maakond, Setomaa vald, Seretsüvä küla","Võru county, Setomaa rural municipality, Seretsüvä village","Выруский уезд, волость Сетомаа, деревня Серетсювя",,1,,
7555,,,,Serga küla,Serga village,Деревня Серга,0732,3,"Võru maakond, Setomaa vald, Serga küla","Võru county, Setomaa rural municipality, Serga village","Выруский уезд, волость Сетомаа, деревня Серга",,1,,
7556,,,,Sesniki küla,Sesniki village,Деревня Сесники,0732,3,"Võru maakond, Setomaa vald, Sesniki küla","Võru county, Setomaa rural municipality, Sesniki village","Выруский уезд, волость Сетомаа, деревня Сесники",,1,,
7629,,,,Sirgova küla,Sirgova village,Деревня Сиргова,0732,3,"Võru maakond, Setomaa vald, Sirgova küla","Võru county, Setomaa rural municipality, Sirgova village","Выруский уезд, волость Сетомаа, деревня Сиргова",,1,,
7788,,,,Sulbi küla,Sulbi village,Деревня Сулби,0732,3,"Võru maakond, Setomaa vald, Sulbi küla","Võru county, Setomaa rural municipality, Sulbi village","Выруский уезд, волость Сетомаа, деревня Сулби",,1,,
7929,,,,Säpina küla,Säpina village,Деревня Сяпина,0732,3,"Võru maakond, Setomaa vald, Säpina küla","Võru county, Setomaa rural municipality, Säpina village","Выруский уезд, волость Сетомаа, деревня Сяпина",,1,,
8079,,,,Talka küla,Talka village,Деревня Талка,0732,3,"Võru maakond, Setomaa vald, Talka küla","Võru county, Setomaa rural municipality, Talka village","Выруский уезд, волость Сетомаа, деревня Талка",,1,,
8173,,,,Tedre küla,Tedre village,Деревня Тедре,0732,3,"Võru maakond, Setomaa vald, Tedre küla","Võru county, Setomaa rural municipality, Tedre village","Выруский уезд, волость Сетомаа, деревня Тедре",,1,,
8177,,,,Tiastõ küla,Tiastõ village,Деревня Тиасты,0732,3,"Võru maakond, Setomaa vald, Tiastõ küla","Võru county, Setomaa rural municipality, Tiastõ village","Выруский уезд, волость Сетомаа, деревня Тиасты",,1,,
8194,,,,Tepia küla,Tepia village,Деревня Тепиа,0732,3,"Võru maakond, Setomaa vald, Tepia küla","Võru county, Setomaa rural municipality, Tepia village","Выруский уезд, волость Сетомаа, деревня Тепиа",,1,,
