Value,Name-et-EE,Name-en-GB,Name-ru-RU,Label-et-EE,Label-en-GB,Label-ru-RU,Parent,Level,Description-et-EE,Description-en-GB,Description-ru-RU,IsGenerated,IsValid,ValidFrom,ValidTo
6805,,,,Rannajõe küla,Rannajõe village,Деревня Раннайыэ,0441,3,"Lääne maakond, Lääne-Nigula vald, Rannajõe küla","Lääne county, Lääne-Nigula rural municipality, Rannajõe village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Раннайыэ",,1,,
6808,,,,Rannaküla,Rannaküla village,Деревня Раннакюла,0441,3,"Lääne maakond, Lääne-Nigula vald, Rannaküla","Lääne county, Lääne-Nigula rural municipality, Rannaküla village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Раннакюла",,1,,
6904,,,,Rehemäe küla,Rehemäe village,Деревня Рехемяэ,0441,3,"Lääne maakond, Lääne-Nigula vald, Rehemäe küla","Lääne county, Lääne-Nigula rural municipality, Rehemäe village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Рехемяэ",,1,,
6968,,,,Riguldi küla / Rickul,Riguldi / Rickul village,Деревня Ригулди / Риккуль,0441,3,"Lääne maakond, Lääne-Nigula vald, Riguldi küla / Rickul","Lääne county, Lääne-Nigula rural municipality, Riguldi / Rickul village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Ригулди / Риккуль",,1,,
7011,,,,Risti alevik,Risti small town,Сельский посёлок Ристи,0441,3,"Lääne maakond, Lääne-Nigula vald, Risti alevik","Lääne county, Lääne-Nigula rural municipality, Risti small town","Ляэнеский уезд, волость Ляэне-Нигула, сельский посёлок Ристи",,1,,
7077,,,,Rooslepa küla / Roslep,Rooslepa / Roslep village,Деревня Роослепа / Руслеп,0441,3,"Lääne maakond, Lääne-Nigula vald, Rooslepa küla / Roslep","Lääne county, Lääne-Nigula rural municipality, Rooslepa / Roslep village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Роослепа / Руслеп",,1,,
7178,,,,Rõude küla,Rõude village,Деревня Рыуде,0441,3,"Lääne maakond, Lääne-Nigula vald, Rõude küla","Lääne county, Lääne-Nigula rural municipality, Rõude village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Рыуде",,1,,
7183,,,,Rõuma küla,Rõuma village,Деревня Рыума,0441,3,"Lääne maakond, Lääne-Nigula vald, Rõuma küla","Lääne county, Lääne-Nigula rural municipality, Rõuma village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Рыума",,1,,
7284,,,,Saare küla / Lyckholm,Saare / Lyckholm village,Деревня Сааре / Люккхольм,0441,3,"Lääne maakond, Lääne-Nigula vald, Saare küla / Lyckholm","Lääne county, Lääne-Nigula rural municipality, Saare / Lyckholm village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Сааре / Люккхольм",,1,,
7369,,,,Salajõe küla,Salajõe village,Деревня Салайыэ,0441,3,"Lääne maakond, Lääne-Nigula vald, Salajõe küla","Lääne county, Lääne-Nigula rural municipality, Salajõe village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Салайыэ",,1,,
7465,,,,Saunja küla,Saunja village,Деревня Саунья,0441,3,"Lääne maakond, Lääne-Nigula vald, Saunja küla","Lääne county, Lääne-Nigula rural municipality, Saunja village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Саунья",,1,,
7534,,,,Seljaküla,Seljaküla village,Деревня Сельякюла,0441,3,"Lääne maakond, Lääne-Nigula vald, Seljaküla","Lääne county, Lääne-Nigula rural municipality, Seljaküla village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Сельякюла",,1,,
7589,,,,Silla küla,Silla village,Деревня Силла,0441,3,"Lääne maakond, Lääne-Nigula vald, Silla küla","Lääne county, Lääne-Nigula rural municipality, Silla village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Силла",,1,,
7682,,,,Soo-otsa küla,Soo-otsa village,Деревня Соо-отса,0441,3,"Lääne maakond, Lääne-Nigula vald, Soo-otsa küla","Lääne county, Lääne-Nigula rural municipality, Soo-otsa village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Соо-отса",,1,,
7709,,,,Soolu küla,Soolu village,Деревня Соолу,0441,3,"Lääne maakond, Lääne-Nigula vald, Soolu küla","Lääne county, Lääne-Nigula rural municipality, Soolu village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Соолу",,1,,
7760,,,,Spithami küla / Spithamn,Spithami / Spithamn village,Деревня Спитхами / Спитхамн,0441,3,"Lääne maakond, Lääne-Nigula vald, Spithami küla / Spithamn","Lääne county, Lääne-Nigula rural municipality, Spithami / Spithamn village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Спитхами / Спитхамн",,1,,
7817,,,,Sutlepa küla / Sutlep,Sutlepa / Sutlep village,Деревня Сутлепа / Сутлеп,0441,3,"Lääne maakond, Lääne-Nigula vald, Sutlepa küla / Sutlep","Lääne county, Lääne-Nigula rural municipality, Sutlepa / Sutlep village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Сутлепа / Сутлеп",,1,,
7829,,,,Suur-Nõmmküla / Klottorp,Suur-Nõmmküla / Klottorp village,Деревня Суур-Ныммкюла / Клутторп,0441,3,"Lääne maakond, Lääne-Nigula vald, Suur-Nõmmküla / Klottorp","Lääne county, Lääne-Nigula rural municipality, Suur-Nõmmküla / Klottorp village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Суур-Ныммкюла / Клутторп",,1,,
7832,,,,Suure-Lähtru küla,Suure-Lähtru village,Деревня Сууре-Ляхтру,0441,3,"Lääne maakond, Lääne-Nigula vald, Suure-Lähtru küla","Lääne county, Lääne-Nigula rural municipality, Suure-Lähtru village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Сууре-Ляхтру",,1,,
8025,,,,Taebla alevik,Taebla small town,Сельский посёлок Таэбла,0441,3,"Lääne maakond, Lääne-Nigula vald, Taebla alevik","Lääne county, Lääne-Nigula rural municipality, Taebla small town","Ляэнеский уезд, волость Ляэне-Нигула, сельский посёлок Таэбла",,1,,
8058,,,,Tagavere küla,Tagavere village,Деревня Тагавере,0441,3,"Lääne maakond, Lääne-Nigula vald, Tagavere küla","Lääne county, Lääne-Nigula rural municipality, Tagavere village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Тагавере",,1,,
8074,,,,Tahu küla / Skåtanäs,Tahu / Skåtanäs village,Деревня Таху / Скотанес,0441,3,"Lääne maakond, Lääne-Nigula vald, Tahu küla / Skåtanäs","Lääne county, Lääne-Nigula rural municipality, Tahu / Skåtanäs village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Таху / Скотанес",,1,,
8106,,,,Tammiku küla,Tammiku village,Деревня Таммику,0441,3,"Lääne maakond, Lääne-Nigula vald, Tammiku küla","Lääne county, Lääne-Nigula rural municipality, Tammiku village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Таммику",,1,,
8187,,,,Telise küla / Tällnäs,Telise / Tällnäs village,Деревня Телизе / Телльнес,0441,3,"Lääne maakond, Lääne-Nigula vald, Telise küla / Tällnäs","Lääne county, Lääne-Nigula rural municipality, Telise / Tällnäs village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Телизе / Телльнес",,1,,
8405,,,,Tuka küla,Tuka village,Деревня Тука,0441,3,"Lääne maakond, Lääne-Nigula vald, Tuka küla","Lääne county, Lääne-Nigula rural municipality, Tuka village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Тука",,1,,
8409,,,,Tuksi küla / Bergsby,Tuksi / Bergsby village,Деревня Тукси / Бергсбю,0441,3,"Lääne maakond, Lääne-Nigula vald, Tuksi küla / Bergsby","Lääne county, Lääne-Nigula rural municipality, Tuksi / Bergsby village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Тукси / Бергсбю",,1,,
8434,,,,Turvalepa küla,Turvalepa village,Деревня Турвалепа,0441,3,"Lääne maakond, Lääne-Nigula vald, Turvalepa küla","Lääne county, Lääne-Nigula rural municipality, Turvalepa village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Турвалепа",,1,,
8437,,,,Tusari küla,Tusari village,Деревня Тузари,0441,3,"Lääne maakond, Lääne-Nigula vald, Tusari küla","Lääne county, Lääne-Nigula rural municipality, Tusari village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Тузари",,1,,
8607,,,,Ubasalu küla,Ubasalu village,Деревня Убасалу,0441,3,"Lääne maakond, Lääne-Nigula vald, Ubasalu küla","Lääne county, Lääne-Nigula rural municipality, Ubasalu village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Убасалу",,1,,
8776,,,,Uugla küla,Uugla village,Деревня Уугла,0441,3,"Lääne maakond, Lääne-Nigula vald, Uugla küla","Lääne county, Lääne-Nigula rural municipality, Uugla village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Уугла",,1,,
8785,,,,Uusküla,Uusküla village,Деревня Уускюла,0441,3,"Lääne maakond, Lääne-Nigula vald, Uusküla","Lääne county, Lääne-Nigula rural municipality, Uusküla village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Уускюла",,1,,
8890,,,,Vaisi küla,Vaisi village,Деревня Вайзи,0441,3,"Lääne maakond, Lääne-Nigula vald, Vaisi küla","Lääne county, Lääne-Nigula rural municipality, Vaisi village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Вайзи",,1,,
9011,,,,Vanaküla / Gambyn,Vanaküla / Gambyn village,Деревня Ванакюла / Гамбюн,0441,3,"Lääne maakond, Lääne-Nigula vald, Vanaküla / Gambyn","Lääne county, Lääne-Nigula rural municipality, Vanaküla / Gambyn village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Ванакюла / Гамбюн",,1,,
9017,,,,Vanaküla,Vanaküla village,Деревня Ванакюла,0441,3,"Lääne maakond, Lääne-Nigula vald, Vanaküla","Lääne county, Lääne-Nigula rural municipality, Vanaküla village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Ванакюла",,1,,
9083,,,,Variku küla,Variku village,Деревня Варику,0441,3,"Lääne maakond, Lääne-Nigula vald, Variku küla","Lääne county, Lääne-Nigula rural municipality, Variku village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Варику",,1,,
9156,,,,Vedra küla,Vedra village,Деревня Ведра,0441,3,"Lääne maakond, Lääne-Nigula vald, Vedra küla","Lääne county, Lääne-Nigula rural municipality, Vedra village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Ведра",,1,,
9254,,,,Vidruka küla,Vidruka village,Деревня Видрука,0441,3,"Lääne maakond, Lääne-Nigula vald, Vidruka küla","Lääne county, Lääne-Nigula rural municipality, Vidruka village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Видрука",,1,,
9572,,,,Võntküla,Võntküla village,Деревня Вынткюла,0441,3,"Lääne maakond, Lääne-Nigula vald, Võntküla","Lääne county, Lääne-Nigula rural municipality, Võntküla village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Вынткюла",,1,,
9686,,,,Väänla küla,Väänla village,Деревня Вяэнла,0441,3,"Lääne maakond, Lääne-Nigula vald, Väänla küla","Lääne county, Lääne-Nigula rural municipality, Väänla village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Вяэнла",,1,,
9803,,,,Österby küla,Österby village,Деревня Эстербю,0441,3,"Lääne maakond, Lääne-Nigula vald, Österby küla","Lääne county, Lääne-Nigula rural municipality, Österby village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Эстербю",,1,,
9812,,,,Üdruma küla,Üdruma village,Деревня Юдрума,0441,3,"Lääne maakond, Lääne-Nigula vald, Üdruma küla","Lääne county, Lääne-Nigula rural municipality, Üdruma village","Ляэнеский уезд, волость Ляэне-Нигула, деревня Юдрума",,1,,
0907,,,,Vormsi vald,Vormsi rural municipality,Волость Вормси,0056,2,"Lääne maakond, Vormsi vald","Lääne county, Vormsi rural municipality","Ляэнеский уезд, волость Вормси",,1,,
1493,,,,Borrby küla,Borrby village,Деревня Боррбю,0907,3,"Lääne maakond, Vormsi vald, Borrby küla","Lääne county, Vormsi rural municipality, Borrby village","Ляэнеский уезд, волость Вормси, деревня Боррбю",,1,,
1502,,,,Diby küla,Diby village,Деревня Дибю,0907,3,"Lääne maakond, Vormsi vald, Diby küla","Lääne county, Vormsi rural municipality, Diby village","Ляэнеский уезд, волость Вормси, деревня Дибю",,1,,
1662,,,,Fällarna küla,Fällarna village,Деревня Фелларна,0907,3,"Lääne maakond, Vormsi vald, Fällarna küla","Lääne county, Vormsi rural municipality, Fällarna village","Ляэнеский уезд, волость Вормси, деревня Фелларна",,1,,
1670,,,,Förby küla,Förby village,Деревня Фёрбю,0907,3,"Lääne maakond, Vormsi vald, Förby küla","Lääne county, Vormsi rural municipality, Förby village","Ляэнеский уезд, волость Вормси, деревня Фёрбю",,1,,
1892,,,,Hosby küla,Hosby village,Деревня Хусбю,0907,3,"Lääne maakond, Vormsi vald, Hosby küla","Lääne county, Vormsi rural municipality, Hosby village","Ляэнеский уезд, волость Вормси, деревня Хусбю",,1,,
1900,,,,Hullo küla,Hullo village,Деревня Хулло,0907,3,"Lääne maakond, Vormsi vald, Hullo küla","Lääne county, Vormsi rural municipality, Hullo village","Ляэнеский уезд, волость Вормси, деревня Хулло",,1,,
2981,,,,Kersleti küla,Kersleti village,Деревня Керслети,0907,3,"Lääne maakond, Vormsi vald, Kersleti küla","Lääne county, Vormsi rural municipality, Kersleti village","Ляэнеский уезд, волость Вормси, деревня Керслети",,1,,
5453,,,,Norrby küla,Norrby village,Деревня Норрбю,0907,3,"Lääne maakond, Vormsi vald, Norrby küla","Lääne county, Vormsi rural municipality, Norrby village","Ляэнеский уезд, волость Вормси, деревня Норрбю",,1,,
7124,,,,Rumpo küla,Rumpo village,Деревня Румпо,0907,3,"Lääne maakond, Vormsi vald, Rumpo küla","Lääne county, Vormsi rural municipality, Rumpo village","Ляэнеский уезд, волость Вормси, деревня Румпо",,1,,
7205,,,,Rälby küla,Rälby village,Деревня Рельбю,0907,3,"Lääne maakond, Vormsi vald, Rälby küla","Lääne county, Vormsi rural municipality, Rälby village","Ляэнеский уезд, волость Вормси, деревня Рельбю",,1,,
7502,,,,Saxby küla,Saxby village,Деревня Саксбю,0907,3,"Lääne maakond, Vormsi vald, Saxby küla","Lääne county, Vormsi rural municipality, Saxby village","Ляэнеский уезд, волость Вормси, деревня Саксбю",,1,,
7845,,,,Suuremõisa küla,Suuremõisa village,Деревня Сууремыйза,0907,3,"Lääne maakond, Vormsi vald, Suuremõisa küla","Lääne county, Vormsi rural municipality, Suuremõisa village","Ляэнеский уезд, волость Вормси, деревня Сууремыйза",,1,,
7875,,,,Sviby küla,Sviby village,Деревня Свибю,0907,3,"Lääne maakond, Vormsi vald, Sviby küla","Lääne county, Vormsi rural municipality, Sviby village","Ляэнеский уезд, волость Вормси, деревня Свибю",,1,,
7971,,,,Söderby küla,Söderby village,Деревня Сёдербю,0907,3,"Lääne maakond, Vormsi vald, Söderby küla","Lääne county, Vormsi rural municipality, Söderby village","Ляэнеский уезд, волость Вормси, деревня Сёдербю",,1,,
0060,,,,Lääne-Viru maakond,Lääne-Viru county,Ляэне-Вируский уезд,,1,Lääne-Viru maakond,Lääne-Viru county,Ляэне-Вируский уезд,,1,,
0191,,,,Haljala vald,Haljala rural municipality,Волость Хальяла,0060,2,"Lääne-Viru maakond, Haljala vald","Lääne-Viru county, Haljala rural municipality","Ляэне-Вируский уезд, волость Хальяла",,1,,
1032,,,,Aaspere küla,Aaspere village,Деревня Ааспере,0191,3,"Lääne-Viru maakond, Haljala vald, Aaspere küla","Lääne-Viru county, Haljala rural municipality, Aaspere village","Ляэне-Вируский уезд, волость Хальяла, деревня Ааспере",,1,,
1035,,,,Aasu küla,Aasu village,Деревня Аазу,0191,3,"Lääne-Viru maakond, Haljala vald, Aasu küla","Lääne-Viru county, Haljala rural municipality, Aasu village","Ляэне-Вируский уезд, волость Хальяла, деревня Аазу",,1,,
1040,,,,Aasumetsa küla,Aasumetsa village,Деревня Аазуметса,0191,3,"Lääne-Viru maakond, Haljala vald, Aasumetsa küla","Lääne-Viru county, Haljala rural municipality, Aasumetsa village","Ляэне-Вируский уезд, волость Хальяла, деревня Аазуметса",,1,,
1051,,,,Aaviku küla,Aaviku village,Деревня Аавику,0191,3,"Lääne-Viru maakond, Haljala vald, Aaviku küla","Lääne-Viru county, Haljala rural municipality, Aaviku village","Ляэне-Вируский уезд, волость Хальяла, деревня Аавику",,1,,
1073,,,,Adaka küla,Adaka village,Деревня Адака,0191,3,"Lääne-Viru maakond, Haljala vald, Adaka küla","Lääne-Viru county, Haljala rural municipality, Adaka village","Ляэне-Вируский уезд, волость Хальяла, деревня Адака",,1,,
1218,,,,Altja küla,Altja village,Деревня Алтья,0191,3,"Lääne-Viru maakond, Haljala vald, Altja küla","Lääne-Viru county, Haljala rural municipality, Altja village","Ляэне-Вируский уезд, волость Хальяла, деревня Алтья",,1,,
1255,,,,Andi küla,Andi village,Деревня Анди,0191,3,"Lääne-Viru maakond, Haljala vald, Andi küla","Lääne-Viru county, Haljala rural municipality, Andi village","Ляэне-Вируский уезд, волость Хальяла, деревня Анди",,1,,
1294,,,,Annikvere küla,Annikvere village,Деревня Анниквере,0191,3,"Lääne-Viru maakond, Haljala vald, Annikvere küla","Lääne-Viru county, Haljala rural municipality, Annikvere village","Ляэне-Вируский уезд, волость Хальяла, деревня Анниквере",,1,,
1463,,,,Auküla,Auküla village,Деревня Аукюла,0191,3,"Lääne-Viru maakond, Haljala vald, Auküla","Lääne-Viru county, Haljala rural municipality, Auküla village","Ляэне-Вируский уезд, волость Хальяла, деревня Аукюла",,1,,
1562,,,,Eisma küla,Eisma village,Деревня Эйсма,0191,3,"Lääne-Viru maakond, Haljala vald, Eisma küla","Lääne-Viru county, Haljala rural municipality, Eisma village","Ляэне-Вируский уезд, волость Хальяла, деревня Эйсма",,1,,
1637,,,,Eru küla,Eru village,Деревня Эру,0191,3,"Lääne-Viru maakond, Haljala vald, Eru küla","Lääne-Viru county, Haljala rural municipality, Eru village","Ляэне-Вируский уезд, волость Хальяла, деревня Эру",,1,,
1661,,,,Essu küla,Essu village,Деревня Эссу,0191,3,"Lääne-Viru maakond, Haljala vald, Essu küla","Lääne-Viru county, Haljala rural municipality, Essu village","Ляэне-Вируский уезд, волость Хальяла, деревня Эссу",,1,,
1723,,,,Haili küla,Haili village,Деревня Хайли,0191,3,"Lääne-Viru maakond, Haljala vald, Haili küla","Lääne-Viru county, Haljala rural municipality, Haili village","Ляэне-Вируский уезд, волость Хальяла, деревня Хайли",,1,,
1739,,,,Haljala alevik,Haljala small town,Сельский посёлок Хальяла,0191,3,"Lääne-Viru maakond, Haljala vald, Haljala alevik","Lääne-Viru county, Haljala rural municipality, Haljala small town","Ляэне-Вируский уезд, волость Хальяла, сельский посёлок Хальяла",,1,,
1986,,,,Idavere küla,Idavere village,Деревня Идавере,0191,3,"Lääne-Viru maakond, Haljala vald, Idavere küla","Lääne-Viru county, Haljala rural municipality, Idavere village","Ляэне-Вируский уезд, волость Хальяла, деревня Идавере",,1,,
2059,,,,Ilumäe küla,Ilumäe village,Деревня Илумяэ,0191,3,"Lääne-Viru maakond, Haljala vald, Ilumäe küla","Lääne-Viru county, Haljala rural municipality, Ilumäe village","Ляэне-Вируский уезд, волость Хальяла, деревня Илумяэ",,1,,
2191,,,,Joandu küla,Joandu village,Деревня Йоанду,0191,3,"Lääne-Viru maakond, Haljala vald, Joandu küla","Lääne-Viru county, Haljala rural municipality, Joandu village","Ляэне-Вируский уезд, волость Хальяла, деревня Йоанду",,1,,
2558,,,,Kakuvälja küla,Kakuvälja village,Деревня Какувялья,0191,3,"Lääne-Viru maakond, Haljala vald, Kakuvälja küla","Lääne-Viru county, Haljala rural municipality, Kakuvälja village","Ляэне-Вируский уезд, волость Хальяла, деревня Какувялья",,1,,
2664,,,,Kandle küla,Kandle village,Деревня Кандле,0191,3,"Lääne-Viru maakond, Haljala vald, Kandle küla","Lääne-Viru county, Haljala rural municipality, Kandle village","Ляэне-Вируский уезд, волость Хальяла, деревня Кандле",,1,,
2715,,,,Karepa küla,Karepa village,Деревня Карепа,0191,3,"Lääne-Viru maakond, Haljala vald, Karepa küla","Lääne-Viru county, Haljala rural municipality, Karepa village","Ляэне-Вируский уезд, волость Хальяла, деревня Карепа",,1,,
2774,,,,Karula küla,Karula village,Деревня Карула,0191,3,"Lääne-Viru maakond, Haljala vald, Karula küla","Lääne-Viru county, Haljala rural municipality, Karula village","Ляэне-Вируский уезд, волость Хальяла, деревня Карула",,1,,
2779,,,,Varangu küla,Varangu village,Деревня Варангу,0191,3,"Lääne-Viru maakond, Haljala vald, Varangu küla","Lääne-Viru county, Haljala rural municipality, Varangu village","Ляэне-Вируский уезд, волость Хальяла, деревня Варангу",,1,,
2896,,,,Kavastu küla,Kavastu village,Деревня Кавасту,0191,3,"Lääne-Viru maakond, Haljala vald, Kavastu küla","Lääne-Viru county, Haljala rural municipality, Kavastu village","Ляэне-Вируский уезд, волость Хальяла, деревня Кавасту",,1,,
3161,,,,Kisuvere küla,Kisuvere village,Деревня Кизувере,0191,3,"Lääne-Viru maakond, Haljala vald, Kisuvere küla","Lääne-Viru county, Haljala rural municipality, Kisuvere village","Ляэне-Вируский уезд, волость Хальяла, деревня Кизувере",,1,,
3173,,,,Kiva küla,Kiva village,Деревня Кива,0191,3,"Lääne-Viru maakond, Haljala vald, Kiva küla","Lääne-Viru county, Haljala rural municipality, Kiva village","Ляэне-Вируский уезд, волость Хальяла, деревня Кива",,1,,
3345,,,,Koljaku küla,Koljaku village,Деревня Кольяку,0191,3,"Lääne-Viru maakond, Haljala vald, Koljaku küla","Lääne-Viru county, Haljala rural municipality, Koljaku village","Ляэне-Вируский уезд, волость Хальяла, деревня Кольяку",,1,,
3401,,,,Koolimäe küla,Koolimäe village,Деревня Коолимяэ,0191,3,"Lääne-Viru maakond, Haljala vald, Koolimäe küla","Lääne-Viru county, Haljala rural municipality, Koolimäe village","Ляэне-Вируский уезд, волость Хальяла, деревня Коолимяэ",,1,,
3449,,,,Korjuse küla,Korjuse village,Деревня Корьюзе,0191,3,"Lääne-Viru maakond, Haljala vald, Korjuse küla","Lääne-Viru county, Haljala rural municipality, Korjuse village","Ляэне-Вируский уезд, волость Хальяла, деревня Корьюзе",,1,,
3473,,,,Kosta küla,Kosta village,Деревня Коста,0191,3,"Lääne-Viru maakond, Haljala vald, Kosta küla","Lääne-Viru county, Haljala rural municipality, Kosta village","Ляэне-Вируский уезд, волость Хальяла, деревня Коста",,1,,
3754,,,,Kõldu küla,Kõldu village,Деревня Кылду,0191,3,"Lääne-Viru maakond, Haljala vald, Kõldu küla","Lääne-Viru county, Haljala rural municipality, Kõldu village","Ляэне-Вируский уезд, волость Хальяла, деревня Кылду",,1,,
3918,,,,Kärmu küla,Kärmu village,Деревня Кярму,0191,3,"Lääne-Viru maakond, Haljala vald, Kärmu küla","Lääne-Viru county, Haljala rural municipality, Kärmu village","Ляэне-Вируский уезд, волость Хальяла, деревня Кярму",,1,,
3934,,,,Käsmu küla,Käsmu village,Деревня Кясму,0191,3,"Lääne-Viru maakond, Haljala vald, Käsmu küla","Lääne-Viru county, Haljala rural municipality, Käsmu village","Ляэне-Вируский уезд, волость Хальяла, деревня Кясму",,1,,
4052,,,,Lahe küla,Lahe village,Деревня Лахе,0191,3,"Lääne-Viru maakond, Haljala vald, Lahe küla","Lääne-Viru county, Haljala rural municipality, Lahe village","Ляэне-Вируский уезд, волость Хальяла, деревня Лахе",,1,,
4151,,,,Lauli küla,Lauli village,Деревня Лаули,0191,3,"Lääne-Viru maakond, Haljala vald, Lauli küla","Lääne-Viru county, Haljala rural municipality, Lauli village","Ляэне-Вируский уезд, волость Хальяла, деревня Лаули",,1,,
4331,,,,Lihulõpe küla,Lihulõpe village,Деревня Лихулыпе,0191,3,"Lääne-Viru maakond, Haljala vald, Lihulõpe küla","Lääne-Viru county, Haljala rural municipality, Lihulõpe village","Ляэне-Вируский уезд, волость Хальяла, деревня Лихулыпе",,1,,
4337,,,,Liiguste küla,Liiguste village,Деревня Лийгусте,0191,3,"Lääne-Viru maakond, Haljala vald, Liiguste küla","Lääne-Viru county, Haljala rural municipality, Liiguste village","Ляэне-Вируский уезд, волость Хальяла, деревня Лийгусте",,1,,
4437,,,,Lobi küla,Lobi village,Деревня Лоби,0191,3,"Lääne-Viru maakond, Haljala vald, Lobi küla","Lääne-Viru county, Haljala rural municipality, Lobi village","Ляэне-Вируский уезд, волость Хальяла, деревня Лоби",,1,,
4905,,,,Metsanurga küla,Metsanurga village,Деревня Метсанурга,0191,3,"Lääne-Viru maakond, Haljala vald, Metsanurga küla","Lääne-Viru county, Haljala rural municipality, Metsanurga village","Ляэне-Вируский уезд, волость Хальяла, деревня Метсанурга",,1,,
4918,,,,Metsiku küla,Metsiku village,Деревня Метсику,0191,3,"Lääne-Viru maakond, Haljala vald, Metsiku küla","Lääne-Viru county, Haljala rural municipality, Metsiku village","Ляэне-Вируский уезд, волость Хальяла, деревня Метсику",,1,,
5009,,,,Muike küla,Muike village,Деревня Муйке,0191,3,"Lääne-Viru maakond, Haljala vald, Muike küla","Lääne-Viru county, Haljala rural municipality, Muike village","Ляэне-Вируский уезд, волость Хальяла, деревня Муйке",,1,,
5091,,,,Mustoja küla,Mustoja village,Деревня Мустоя,0191,3,"Lääne-Viru maakond, Haljala vald, Mustoja küla","Lääne-Viru county, Haljala rural municipality, Mustoja village","Ляэне-Вируский уезд, волость Хальяла, деревня Мустоя",,1,,
5364,,,,Natturi küla,Natturi village,Деревня Наттури,0191,3,"Lääne-Viru maakond, Haljala vald, Natturi küla","Lääne-Viru county, Haljala rural municipality, Natturi village","Ляэне-Вируский уезд, волость Хальяла, деревня Наттури",,1,,
5442,,,,Noonu küla,Noonu village,Деревня Ноону,0191,3,"Lääne-Viru maakond, Haljala vald, Noonu küla","Lääne-Viru county, Haljala rural municipality, Noonu village","Ляэне-Вируский уезд, волость Хальяла, деревня Ноону",,1,,
5575,,,,Oandu küla,Oandu village,Деревня Оанду,0191,3,"Lääne-Viru maakond, Haljala vald, Oandu küla","Lääne-Viru county, Haljala rural municipality, Oandu village","Ляэне-Вируский уезд, волость Хальяла, деревня Оанду",,1,,
5786,,,,Paasi küla,Paasi village,Деревня Паази,0191,3,"Lääne-Viru maakond, Haljala vald, Paasi küla","Lääne-Viru county, Haljala rural municipality, Paasi village","Ляэне-Вируский уезд, волость Хальяла, деревня Паази",,1,,
5899,,,,Pajuveski küla,Pajuveski village,Деревня Паювески,0191,3,"Lääne-Viru maakond, Haljala vald, Pajuveski küla","Lääne-Viru county, Haljala rural municipality, Pajuveski village","Ляэне-Вируский уезд, волость Хальяла, деревня Паювески",,1,,
5936,,,,Palmse küla,Palmse village,Деревня Палмсе,0191,3,"Lääne-Viru maakond, Haljala vald, Palmse küla","Lääne-Viru county, Haljala rural municipality, Palmse village","Ляэне-Вируский уезд, волость Хальяла, деревня Палмсе",,1,,
6068,,,,Pedassaare küla,Pedassaare village,Деревня Педассааре,0191,3,"Lääne-Viru maakond, Haljala vald, Pedassaare küla","Lääne-Viru county, Haljala rural municipality, Pedassaare village","Ляэне-Вируский уезд, волость Хальяла, деревня Педассааре",,1,,
6093,,,,Pehka küla,Pehka village,Деревня Пехка,0191,3,"Lääne-Viru maakond, Haljala vald, Pehka küla","Lääne-Viru county, Haljala rural municipality, Pehka village","Ляэне-Вируский уезд, волость Хальяла, деревня Пехка",,1,,
6148,,,,Pihlaspea küla,Pihlaspea village,Деревня Пихласпеа,0191,3,"Lääne-Viru maakond, Haljala vald, Pihlaspea küla","Lääne-Viru county, Haljala rural municipality, Pihlaspea village","Ляэне-Вируский уезд, волость Хальяла, деревня Пихласпеа",,1,,
